id	rate	linear	gaussian	random	outliers	bigGap	range350	range750up	gamma2.2	gamma.45
46121	0.084	24180	-0.45	7049	36	1208	180	903	1105614.822	4254.453401
46123	0.029	24190	1.9	5506	36	1271	285	936	1106621.008	4255.25308
46125	0.044	24200	0.58	8912	6	1002	250	924	1107627.692	4256.052579
46127	0.053	24210	0.32	3822	78	1216	302	967	1108634.876	4256.851897
46129	0.04	24220	-0.27	7266	43	1471	278	960	1109642.559	4257.651036
46135	0.053	24230	0.095	8212	24	1222	350	868	1110650.742	4258.449995
46137	0.078	24240	0.92	7164	98	1463	251	974	1111659.424	4259.248774
47001	0.097	24250	1.4	240	77	1273	249	913	1112668.606	4260.047373
47003	0.121	24260	-0.21	7561	50	1086	126	816	1113678.287	4260.845793
47005	0.128	24270	-0.46	5537	71	1018	77	806	1114688.467	4261.644033
47007	0.137	24280	1.1	3780	77	1465	43	893	1115699.148	4262.442093
47009	0.093	24290	0.7	7350	84	1475	39	947	1116710.327	4263.239975
47011	0.093	24300	0.75	1044	20	1239	172	762	1117722.007	4264.037677
47013	0.131	24310	0.54	9427	30	1384	112	856	1118734.186	4264.8352
47015	0.108	24320	0.75	9719	58	1381	293	974	1119746.865	4265.632545
47017	0.164	24330	1.8	387	58	1140	150	864	1120760.044	4266.42971
47019	0.098	24340	0.4	3472	45	1123	310	976	1121773.723	4267.226697
47021	0.094	24350	-0.72	903	66	1128	215	824	1122787.901	4268.023505
47023	0.115	24360	0.16	7634	37	1224	206	952	1123802.58	4268.820135
47025	0.111	24370	0.6	5377	1	1173	18	833	1124817.758	4269.616586
47027	0.126	24380	-1	4554	84	1152	322	845	1125833.437	4270.412859
47029	0.122	24390	1.7	7316	2	1127	315	919	1126849.615	4271.208954
47031	0.102	24400	0.82	3511	20	1312	29	758	1127866.294	4272.004871
47033	0.134	24410	-0.97	767	15	1316	83	970	1128883.472	4272.80061
47035	0.108	24420	1.2	5322	27	1328	43	957	1129901.151	4273.596172
47037	0.092	24430	0.38	4895	13	1169	336	960	1130919.33	4274.391555
47039	0.142	24440	-1.4	4555	64	1266	35	771	1131938.01	4275.186761
47041	0.102	24450	-0.41	463	75	1044	8	842	1132957.189	4275.98179
47043	0.098	24460	0.29	2126	56	1187	328	968	1133976.869	4276.776641
47045	0.14	24470	0.6	7679	25	1477	152	986	1134997.05	4277.571315
47047	0.108	24480	0.046	7416	10	1476	347	977	1136017.73	4278.365812
47049	0.13	24490	-0.59	9311	61	1003	23	793	1137038.912	4279.160132
47051	0.104	24500	0.25	3932	89	1020	100	872	1138060.593	4279.954275
47053	0.157	24510	-0.75	6695	66	1167	340	871	1139082.775	4280.748241
47055	0.14	24520	0.64	385	71	1120	282	918	1140105.458	4281.542031
47057	0.135	24530	0.25	4914	76	1293	312	935	1141128.642	4282.335644
47059	0.143	24540	0.64	9762	2	1494	71	764	1142152.326	4283.12908
47061	0.13	24550	-0.86	4661	4	1166	174	805	1143176.511	4283.922341
47063	0.125	24560	1.5	2008	89	1140	128	891	1144201.196	4284.715425
47065	0.087	24570	1.4	9959	45	1138	267	982	1145226.382	4285.508332
47067	0.183	24580	1.1	3798	18	1484	126	972	1146252.07	4286.301064
47069	0.127	24590	-0.28	9242	42	1032	245	864	1147278.258	4287.09362
47071	0.111	24600	-1.2	4740	15	1401	202	815	1148304.947	4287.886
47073	0.103	24610	0.52	8083	32	1258	94	940	1149332.136	4288.678205
47075	0.18	24620	-2.3	7006	36	1336	286	970	1150359.827	4289.470234
47077	0.181	24630	0.96	7625	14	1256	57	929	1151388.019	4290.262087
47079	0.131	24640	-0.63	8507	46	1149	154	886	1152416.712	4291.053765
47081	0.124	24650	0.91	6757	79	1134	11	827	1153445.906	4291.845268
47083	0.116	24660	-2.3	2424	20	1166	306	828	1154475.601	4292.636596
47085	0.119	24670	1.6	2443	42	1104	260	801	1155505.798	4293.427749
47087	0.127	24680	1.3	2709	1	1330	245	984	1156536.495	4294.218727
47089	0.118	24690	-0.42	6595	3	1296	55	939	1157567.694	4295.00953
47091	0.122	24700	-1.5	6114	97	1098	151	783	1158599.394	4295.800158
47093	0.081	24710	0.14	4474	9	1497	195	859	1159631.596	4296.590612
47095	0.107	24720	0.48	3028	36	1051	349	975	1160664.299	4297.380891
47097	0.189	24730	-0.03	5099	89	1450	231	932	1161697.503	4298.170996
47099	0.146	24740	0.37	801	33	1021	183	766	1162731.209	4298.960927
47101	0.149	24750	-0.57	2695	40	1105	271	961	1163765.417	4299.750684
47103	0.069	24760	1.1	8029	36	1029	200	895	1164800.126	4300.540266
47105	0.095	24770	-0.69	7846	55	1319	204	756	1165835.336	4301.329675
47107	0.13	24780	1.6	4171	34	1014	86	869	1166871.048	4302.11891
47109	0.127	24790	-1.1	926	76	1297	19	768	1167907.262	4302.907971
47111	0.112	24800	1.6	3528	46	1142	178	985	1168943.978	4303.696858
47113	0.11	24810	1.3	7827	80	1250	252	770	1169981.195	4304.485572
47115	0.121	24820	0.96	2059	9	1483	96	885	1171018.914	4305.274113
47117	0.163	24830	0.89	6545	79	1019	120	971	1172057.135	4306.06248
47119	0.119	24840	-0.32	2313	83	1384	133	871	1173095.858	4306.850674
47121	0.136	24850	-0.6	5253	95	1452	237	895	1174135.083	4307.638696
47123	0.161	24860	-0.96	9499	67	1067	198	784	1175174.809	4308.426544
47125	0.09	24870	-0.15	950	68	1180	130	920	1176215.038	4309.214219
47127	0.097	24880	-0.28	9993	5	1401	1	852	1177255.769	4310.001722
47129	0.116	24890	-0.91	5886	77	1297	133	970	1178297.002	4310.789052
47131	0.104	24900	-1.3	9261	38	1028	79	767	1179338.737	4311.576209
47133	0.12	24910	-0.37	7746	10	1134	43	865	1180380.974	4312.363194
47135	0.176	24920	0.2	2411	71	1278	166	987	1181423.713	4313.150007
47137	0.134	24930	0.037	9272	79	1426	59	986	1182466.955	4313.936647
47139	0.114	24940	0.42	6846	59	1245	327	946	1183510.698	4314.723116
47141	0.097	24950	0.86	2632	77	1198	49	963	1184554.945	4315.509412
47143	0.127	24960	-1.9	5475	88	1189	249	962	1185599.693	4316.295537
47145	0.089	24970	-0.18	8911	97	1414	292	763	1186644.944	4317.08149
47147	0.101	24980	0.049	4253	100	1458	81	814	1187690.697	4317.867271
47149	0.095	24990	-0.24	6989	28	1326	253	969	1188736.953	4318.65288
47151	0.184	25000	0.13	2005	66	1409	30	770	1189783.712	4319.438319
47153	0.128	25010	0.21	7901	69	1018	129	860	1190830.973	4320.223585
47155	0.092	25020	-1.4	7787	88	1182	126	871	1191878.736	4321.008681
47157	0.102	25030	-0.13	240	17	1101	109	853	1192927.002	4321.793605
47159	0.128	25040	0.16	3675	75	1391	56	830	1193975.771	4322.578359
47161	0.111	25050	2	7734	1	1475	172	972	1195025.043	4323.362941
47163	0.088	25060	-1.9	2187	20	1407	346	893	1196074.817	4324.147353
47165	0.097	25070	0.3	1137	6	1475	270	760	1197125.094	4324.931593
47167	0.116	25080	0.17	8924	29	1307	98	812	1198175.875	4325.715664
47169	0.12	25090	-0.5	7387	79	1296	116	855	1199227.157	4326.499563
47171	0.103	25100	0.28	6791	59	1363	23	824	1200278.943	4327.283293
47173	0.107	25110	2	8262	93	1073	70	985	1201331.232	4328.066852
47175	0.142	25120	1.2	2175	95	1289	108	891	1202384.024	4328.850241
47177	0.125	25130	-1.1	5845	43	1073	161	855	1203437.319	4329.63346
47179	0.086	25140	-0.82	5576	49	1034	329	989	1204491.117	4330.416508
47181	0.129	25150	2.7	1264	86	1415	84	863	1205545.418	4331.199387
47183	0.13	25160	-1.1	1118	39	1453	333	758	1206600.222	4331.982097
47185	0.135	25170	-1.4	4917	32	1028	62	813	1207655.529	4332.764636
47187	0.075	25180	0.14	6763	43	1300	304	895	1208711.34	4333.547006
47189	0.09	25190	-0.0088	9696	54	1418	50	754	1209767.654	4334.329206
48001	0.094	25200	-1.2	1856	7	1310	32	810	1210824.471	4335.111238
48003	0.076	25210	0.36	1512	25	1062	151	942	1211881.792	4335.893099
48005	0.089	25220	0.013	60	3	1486	1	891	1212939.616	4336.674792
48007	0.073	25230	-0.81	9789	62	1440	186	896	1213997.944	4337.456316
48009	0.065	25240	-1.4	9515	26	1248	297	839	1215056.775	4338.237671
48011	0.051	25250	-0.49	1295	11	1151	295	871	1216116.109	4339.018856
48013	0.079	25260	-0.66	9360	25	1038	15	865	1217175.947	4339.799874
48015	0.084	25270	-0.65	5255	76	1214	146	984	1218236.289	4340.580722
48017	0.052	25280	0.023	6673	49	1376	126	826	1219297.134	4341.361402
48019	0.068	25290	1.5	1828	5	1458	190	972	1220358.484	4342.141914
48021	0.08	25300	0.4	7539	98	1381	234	795	1221420.336	4342.922257
48023	0.051	25310	-0.72	7276	11	1232	104	839	1222482.693	4343.702432
48025	0.103	25320	0.28	7332	54	1177	276	785	1223545.553	4344.482439
48027	0.071	25330	1.4	4288	72	1004	221	774	1224608.917	4345.262278
48029	0.072	25340	0.7	3899	48	1324	256	950	1225672.785	4346.041949
48031	0.058	25350	-0.28	119	14	1064	289	772	1226737.157	4346.821452
48033	0.062	25360	1.5	7311	34	1293	282	973	1227802.033	4347.600787
48035	0.086	25370	1	4968	19	1005	5	881	1228867.413	4348.379955
48037	0.078	25380	0.03	7572	88	1262	223	849	1229933.297	4349.158956
48039	0.089	25390	1.9	5726	2	1205	350	834	1230999.685	4349.937789
48041	0.062	25400	1.6	6941	58	1469	278	895	1232066.578	4350.716454
48043	0.051	25410	-0.31	3617	71	1084	229	814	1233133.974	4351.494953
48045	0.059	25420	1.5	1045	89	1012	343	764	1234201.874	4352.273284
48047	0.099	25430	1.2	6303	64	1115	148	827	1235270.279	4353.051448
48049	0.072	25440	0.35	3650	99	1073	254	834	1236339.188	4353.829446
48051	0.074	25450	1	4928	31	1155	318	830	1237408.602	4354.607277
48053	0.063	25460	0.11	9287	26	1238	250	807	1238478.52	4355.384941
48055	0.082	25470	-1.5	7864	9	1073	9	802	1239548.942	4356.162438
48057	0.095	25480	1.3	3973	69	1454	261	911	1240619.868	4356.939769
48059	0.063	25490	0.92	7105	43	1004	20	988	1241691.299	4357.716933
48061	0.108	25500	-0.51	5381	90	1343	28	943	1242763.235	4358.493932
48063	0.096	25510	-0.5	9379	50	1074	144	888	1243835.675	4359.270764
48065	0.067	25520	-0.13	9580	81	1446	182	972	1244908.62	4360.04743
48067	0.125	25530	0.21	2260	4	1310	123	854	1245982.069	4360.82393
48069	0.053	25540	-0.93	2627	87	1008	206	908	1247056.024	4361.600264
48071	0.107	25550	-0.71	8478	50	1071	170	839	1248130.482	4362.376432
48073	0.097	25560	-0.14	8706	81	1180	66	962	1249205.446	4363.152435
48075	0.064	25570	0.61	1152	94	1306	257	871	1250280.914	4363.928272
48077	0.074	25580	0.8	2341	90	1085	26	874	1251356.887	4364.703943
48079	0.072	25590	-0.43	809	23	1237	118	842	1252433.366	4365.47945
48081	0.086	25600	-0.11	752	19	1457	26	951	1253510.349	4366.254791
48083	0.069	25610	0.3	9860	83	1025	261	917	1254587.836	4367.029966
48085	0.078	25620	0.4	8417	27	1383	120	843	1255665.829	4367.804977
48087	0.059	25630	0.05	4998	59	1167	250	887	1256744.327	4368.579823
48089	0.066	25640	-0.92	5628	68	1086	92	902	1257823.33	4369.354503
48091	0.066	25650	2.1	6663	77	1358	223	794	1258902.839	4370.129019
48093	0.061	25660	-0.66	8809	66	1375	285	774	1259982.852	4370.903371
48095	0.082	25670	0.74	1976	10	1144	349	878	1261063.37	4371.677557
48097	0.065	25680	-0.78	4995	52	1120	309	912	1262144.394	4372.45158
48099	0.087	25690	-0.28	5751	21	1371	268	910	1263225.923	4373.225437
48101	0.056	25700	1.7	5269	85	1472	292	778	1264307.957	4373.999131
48103	0.095	25710	-0.22	4660	84	1390	206	791	1265390.497	4374.77266
48105	0.097	25720	-0.7	9477	14	1457	8	801	1266473.542	4375.546026
48107	0.07	25730	-0.78	5301	6	1351	108	891	1267557.093	4376.319227
48109	0.045	25740	1.4	7574	52	1455	130	884	1268641.148	4377.092264
48111	0.044	25750	-0.73	893	63	1213	195	786	1269725.71	4377.865138
48113	0.087	25760	0.44	5786	25	1275	183	903	1270810.777	4378.637848
48115	0.087	25770	1.3	1877	35	1155	90	794	1271896.349	4379.410394
48117	0.058	25780	-0.33	1344	61	1002	211	905	1272982.428	4380.182777
48119	0.084	25790	-0.41	7515	6	1480	67	982	1274069.011	4380.954996
48121	0.077	25800	-1.3	4103	100	1408	205	929	1275156.101	4381.727052
48123	0.083	25810	-0.84	8251	19	1107	76	796	1276243.696	4382.498945
48125	0.06	25820	-0.19	7120	45	1271	81	966	1277331.797	4383.270675
48127	0.11	25830	1.1	7212	51	1478	336	861	1278420.404	4384.042242
48129	0.07	25840	1.2	8253	3	1374	191	899	1279509.517	4384.813646
48131	0.125	25850	-1.4	4668	23	1258	58	780	1280599.136	4385.584887
48133	0.084	25860	0.44	6706	45	1399	332	848	1281689.26	4386.355965
48135	0.092	25870	0.24	3528	75	1238	233	785	1282779.891	4387.126881
48137	0.067	25880	0.8	4087	42	1084	268	967	1283871.027	4387.897634
48139	0.086	25890	-0.26	7785	26	1227	168	789	1284962.67	4388.668225
48141	0.098	25900	-1.4	9742	63	1319	265	788	1286054.819	4389.438653
48143	0.071	25910	-0.51	1198	28	1166	23	795	1287147.474	4390.208919
48145	0.095	25920	-0.56	1462	26	1337	199	902	1288240.635	4390.979023
48147	0.09	25930	0.43	6406	71	1077	280	871	1289334.302	4391.748965
48149	0.057	25940	0.41	5991	1	1107	148	827	1290428.475	4392.518745
48151	0.064	25950	-0.33	4884	38	1307	136	789	1291523.155	4393.288363
48153	0.069	25960	1.6	8669	25	1262	106	828	1292618.341	4394.05782
48155	0.057	25970	1.5	138	42	1071	142	766	1293714.034	4394.827114
48157	0.083	25980	1.2	9819	35	1062	284	830	1294810.232	4395.596248
48159	0.073	25990	-0.63	5369	13	1305	151	853	1295906.938	4396.365219
48161	0.067	26000	-1.1	4164	12	1322	168	932	1297004.15	4397.13403
48163	0.084	26010	-0.62	6614	79	1148	80	773	1298101.868	4397.902679
48165	0.068	26020	-0.093	9096	37	1460	37	846	1299200.093	4398.671167
48167	0.085	26030	0.18	1597	49	1088	142	753	1300298.824	4399.439494
48169	0.057	26040	-0.2	9149	68	1365	240	773	1301398.062	4400.20766
48171	0.049	26050	0.25	7830	35	1466	234	787	1302497.807	4400.975664
48173	0.052	26060	0.34	115	50	1341	68	811	1303598.059	4401.743509
48175	0.079	26070	2.4	8172	9	1433	168	971	1304698.817	4402.511192
48177	0.061	26080	0.037	8754	48	1312	77	819	1305800.082	4403.278715
48179	0.089	26090	-0.14	9917	47	1189	153	822	1306901.854	4404.046077
48181	0.087	26100	0.3	4284	14	1074	315	930	1308004.133	4404.813279
48183	0.08	26110	2.1	7035	10	1245	285	768	1309106.918	4405.580321
48185	0.1	26120	-3	5839	22	1055	232	934	1310210.211	4406.347202
48187	0.067	26130	-0.47	3999	100	1371	311	906	1311314.011	4407.113924
48189	0.064	26140	1.4	1462	64	1070	10	796	1312418.317	4407.880485
48191	0.089	26150	-0.46	5220	4	1313	328	789	1313523.131	4408.646886
48193	0.06	26160	0.31	3825	12	1325	255	752	1314628.452	4409.413128
48195	0.055	26170	-0.9	4477	19	1070	222	893	1315734.28	4410.179209
48197	0.072	26180	0.76	2195	84	1203	67	766	1316840.615	4410.945132
48199	0.101	26190	0.14	925	73	1094	158	903	1317947.457	4411.710894
48201	0.085	26200	-0.78	4086	98	1017	344	947	1319054.807	4412.476497
48203	0.087	26210	-0.28	4623	78	1398	44	974	1320162.664	4413.241941
48205	0.043	26220	0.34	8772	68	1263	0	810	1321271.028	4414.007225
48207	0.052	26230	-0.4	6102	12	1483	10	848	1322379.9	4414.77235
48209	0.068	26240	0.28	7409	22	1006	287	951	1323489.279	4415.537316
48211	0.03	26250	0.2	3574	41	1068	52	859	1324599.165	4416.302124
48213	0.085	26260	-0.95	6013	8	1035	291	973	1325709.559	4417.066772
48215	0.116	26270	0.82	2041	27	1464	2	825	1326820.461	4417.831261
48217	0.085	26280	-0.1	7155	6	1188	259	777	1327931.87	4418.595592
48219	0.07	26290	0.93	6217	20	1253	210	928	1329043.787	4419.359764
48221	0.076	26300	-1.4	319	13	1278	60	831	1330156.211	4420.123777
48223	0.065	26310	0.32	9847	3	1152	322	757	1331269.143	4420.887632
48225	0.103	26320	0.011	9707	78	1037	286	985	1332382.583	4421.651329
48227	0.075	26330	0.7	5233	18	1238	288	846	1333496.53	4422.414868
48229	0.065	26340	-0.47	6886	66	1059	21	929	1334610.986	4423.178248
48231	0.085	26350	-1.6	5987	8	1094	34	761	1335725.949	4423.94147
48233	0.08	26360	0.27	1460	68	1030	31	769	1336841.42	4424.704535
48235	0.054	26370	0.99	3534	68	1293	201	892	1337957.399	4425.467441
48237	0.064	26380	2.4	4109	47	1160	150	988	1339073.886	4426.23019
48239	0.076	26390	1.9	3862	72	1227	97	798	1340190.881	4426.992781
48241	0.119	26400	0.53	2256	42	1427	221	845	1341308.384	4427.755214
48243	0.056	26410	0.93	7307	84	1033	183	880	1342426.395	4428.51749
48245	0.108	26420	1.9	5497	7	1067	226	852	1343544.914	4429.279608
48247	0.1	26430	-0.61	2034	91	1281	115	903	1344663.941	4430.041569
48249	0.1	26440	0.73	6136	38	1372	41	900	1345783.477	4430.803373
48251	0.091	26450	-0.091	6591	20	1161	168	911	1346903.52	4431.56502
48253	0.082	26460	-0.14	2805	42	1151	134	929	1348024.072	4432.326509
48255	0.105	26470	-1.3	2926	86	1443	236	874	1349145.133	4433.087842
48257	0.088	26480	-0.18	4363	98	1223	135	854	1350266.701	4433.849018
48259	0.06	26490	-0.6	1149	36	1010	108	871	1351388.778	4434.610037
48261	0.061	26500	-0.19	7557	13	1385	118	832	1352511.364	4435.370899
48263	0.062	26510	-0.067	4266	2	1229	192	988	1353634.457	4436.131605
48265	0.06	26520	0.2	3432	12	1270	221	870	1354758.06	4436.892154
48267	0.054	26530	-1.4	5895	14	1353	347	831	1355882.171	4437.652547
48269	0.054	26540	0.016	8197	100	1216	5	965	1357006.79	4438.412783
48271	0.089	26550	1	7508	27	1353	240	985	1358131.918	4439.172864
48273	0.077	26560	-0.12	1913	84	1465	274	807	1359257.555	4439.932788
48275	0.064	26570	0.67	9964	15	1255	168	987	1360383.7	4440.692556
48277	0.078	26580	0.42	1202	95	1346	23	917	1361510.354	4441.452168
48279	0.066	26590	-0.39	3598	98	1360	308	807	1362637.517	4442.211624
48281	0.061	26600	0.074	1254	65	1154	32	769	1363765.189	4442.970925
48283	0.099	26610	0.27	872	52	1323	331	799	1364893.369	4443.73007
48285	0.064	26620	1.1	6002	40	1231	323	907	1366022.059	4444.489059
48287	0.069	26630	-0.28	1146	24	1320	242	840	1367151.257	4445.247893
48289	0.079	26640	1.5	802	68	1380	291	788	1368280.964	4446.006571
48291	0.112	26650	0.092	6921	85	1104	303	830	1369411.181	4446.765094
48293	0.072	26660	0.55	6355	26	1295	130	973	1370541.906	4447.523462
48295	0.061	26670	0.21	1803	70	1007	300	910	1371673.14	4448.281674
48297	0.076	26680	0.64	618	78	1009	317	951	1372804.884	4449.039732
48299	0.073	26690	0.08	5103	80	1496	201	803	1373937.136	4449.797634
48301	0.115	26700	-0.69	5922	1	1322	306	813	1375069.898	4450.555382
48303	0.057	26710	0.35	6241	88	1113	314	872	1376203.169	4451.312975
48305	0.068	26720	-0.87	3796	64	1356	31	789	1377336.95	4452.070413
48307	0.091	26730	0.027	9218	64	1303	86	802	1378471.239	4452.827697
48309	0.071	26740	2.5	2781	76	1445	127	883	1379606.038	4453.584826
48311	0.078	26750	-1.3	4249	86	1256	35	880	1380741.346	4454.341801
48313	0.087	26760	-0.17	7040	24	1192	25	838	1381877.164	4455.098621
48315	0.118	26770	0.27	5533	72	1262	31	796	1383013.491	4455.855287
48317	0.05	26780	0.28	1863	47	1015	242	946	1384150.328	4456.611799
48319	0.054	26790	-1.4	5543	54	1101	227	937	1385287.674	4457.368157
48321	0.112	26800	1.1	2729	59	1378	70	983	1386425.53	4458.124361
48323	0.136	26810	0.44	8156	82	1457	92	944	1387563.895	4458.880411
48325	0.071	26820	0.35	3322	43	1325	6	879	1388702.77	4459.636307
48327	0.09	26830	-0.022	2508	71	1178	244	948	1389842.154	4460.39205
48329	0.062	26840	0.97	721	79	1240	254	770	1390982.049	4461.147638
48331	0.102	26850	0.18	4961	70	1136	176	964	1392122.453	4461.903074
48333	0.06	26860	-0.63	6532	27	1416	321	951	1393263.367	4462.658356
48335	0.087	26870	2.1	2148	29	1054	186	988	1394404.791	4463.413484
48337	0.078	26880	0.82	652	71	1066	137	927	1395546.724	4464.168459
48339	0.079	26890	-0.051	5505	58	1120	267	928	1396689.168	4464.923281
48341	0.053	26900	0.74	5667	5	1185	180	821	1397832.121	4465.67795
48343	0.156	26910	0.14	4704	60	1263	253	787	1398975.585	4466.432466
48345	0.053	26920	-0.65	5547	93	1273	9	798	1400119.558	4467.186829
48347	0.07	26930	-1.5	4194	29	1428	168	840	1401264.041	4467.941039
48349	0.084	26940	0.26	1023	4	1269	24	792	1402409.035	4468.695097
48351	0.124	26950	0.53	9693	93	1039	136	923	1403554.539	4469.449002
48353	0.064	26960	-0.23	325	56	1205	146	804	1404700.553	4470.202754
48355	0.077	26970	-1.3	2895	49	1055	261	969	1405847.077	4470.956353
48357	0.063	26980	-0.65	2035	1	1320	121	799	1406994.111	4471.709801
48359	0.055	26990	0.14	8351	25	1315	5	922	1408141.656	4472.463096
48361	0.111	27000	-1.3	862	65	1367	54	873	1409289.711	4473.216239
48363	0.091	27010	-0.37	7926	88	1109	214	821	1410438.276	4473.969229
48365	0.075	27020	-0.031	4229	77	1329	149	882	1411587.352	4474.722068
48367	0.084	27030	-0.28	5209	42	1166	245	961	1412736.938	4475.474755
48369	0.048	27040	-0.33	326	51	1276	131	882	1413887.035	4476.227289
48371	0.117	27050	-0.74	6890	29	1237	13	813	1415037.642	4476.979672
48373	0.103	27060	-0.035	9417	98	1269	27	869	1416188.759	4477.731904
48375	0.066	27070	0.32	7329	100	1438	303	880	1417340.388	4478.483983
48377	0.178	27080	-0.87	5640	23	1348	222	813	1418492.527	4479.235911
48379	0.085	27090	0.86	8488	35	1239	217	843	1419645.176	4479.987688
48381	0.051	27100	0.57	2511	29	1456	345	979	1420798.336	4480.739313
48383	0.058	27110	0.22	7492	22	1313	267	918	1421952.007	4481.490788
48385	0.061	27120	0.83	9348	58	1180	138	887	1423106.189	4482.24211
48387	0.105	27130	0.27	4656	36	1124	160	966	1424260.882	4482.993282
48389	0.14	27140	0.57	3177	20	1419	161	918	1425416.085	4483.744303
48391	0.07	27150	-1	5467	82	1415	259	808	1426571.8	4484.495173
48393	0.062	27160	-1.1	5365	2	1445	349	924	1427728.025	4485.245892
48395	0.087	27170	0.034	5557	46	1046	63	863	1428884.761	4485.99646
48397	0.078	27180	-1.4	9262	62	1374	15	814	1430042.008	4486.746878
48399	0.101	27190	0.32	4998	66	1010	269	859	1431199.766	4487.497145
48401	0.091	27200	0.024	7240	92	1096	97	807	1432358.036	4488.247261
48403	0.159	27210	-1.5	4502	74	1388	333	891	1433516.816	4488.997228
48405	0.108	27220	1.2	4597	60	1469	316	968	1434676.108	4489.747043
48407	0.1	27230	0.65	1976	5	1370	349	990	1435835.911	4490.496709
48409	0.098	27240	-2.4	7532	8	1405	324	783	1436996.225	4491.246224
48411	0.078	27250	1.8	8107	27	1273	38	941	1438157.05	4491.99559
48413	0.111	27260	0.95	9264	92	1211	249	827	1439318.386	4492.744805
48415	0.072	27270	0.18	6627	28	1078	212	777	1440480.234	4493.49387
48417	0.043	27280	0.41	6836	27	1420	278	787	1441642.594	4494.242786
48419	0.081	27290	2	7698	66	1429	115	967	1442805.464	4494.991552
48421	0.049	27300	0.23	7746	74	1144	194	957	1443968.847	4495.740168
48423	0.083	27310	1.1	8461	79	1111	171	752	1445132.74	4496.488635
48425	0.073	27320	0.6	5191	28	1263	76	868	1446297.145	4497.236952
48427	0.178	27330	-0.075	9257	38	1266	72	935	1447462.062	4497.98512
48429	0.069	27340	-1.2	5806	40	1389	314	952	1448627.49	4498.733139
48431	0.046	27350	0.92	837	58	1109	79	978	1449793.43	4499.481008
48433	0.048	27360	1.4	6949	100	1461	115	946	1450959.882	4500.228728
48435	0.078	27370	-1.1	6819	35	1069	66	885	1452126.845	4500.976299
48437	0.067	27380	-0.038	9028	100	1057	202	831	1453294.321	4501.723722
48439	0.082	27390	-0.82	2061	40	1222	238	750	1454462.308	4502.470995
48441	0.061	27400	0.024	5470	27	1077	339	985	1455630.806	4503.218119
48443	0.078	27410	-1.5	5214	96	1181	222	877	1456799.817	4503.965095
48445	0.077	27420	-1.7	6908	33	1379	299	901	1457969.339	4504.711922
48447	0.056	27430	0.59	5116	19	1152	90	761	1459139.374	4505.458601
48449	0.077	27440	-0.77	8585	82	1334	266	967	1460309.92	4506.205131
48451	0.07	27450	-1.7	2957	28	1251	141	938	1461480.979	4506.951513
48453	0.07	27460	-1.4	1050	15	1200	230	911	1462652.549	4507.697746
48455	0.088	27470	0.31	1896	66	1441	205	813	1463824.632	4508.443831
48457	0.105	27480	0.15	2309	53	1190	99	826	1464997.226	4509.189769
48459	0.081	27490	-0.13	9309	83	1383	43	839	1466170.333	4509.935558
48461	0.056	27500	-0.17	6504	34	1126	156	792	1467343.952	4510.681199
48463	0.089	27510	1.6	5191	38	1228	200	977	1468518.084	4511.426692
48465	0.096	27520	-0.93	6935	45	1446	309	900	1469692.727	4512.172037
48467	0.074	27530	-0.15	6052	35	1477	199	965	1470867.883	4512.917235
48469	0.079	27540	-0.64	975	5	1163	6	851	1472043.551	4513.662285
48471	0.078	27550	0.81	6510	8	1496	157	956	1473219.732	4514.407188
48473	0.09	27560	-0.72	4551	9	1334	89	893	1474396.425	4515.151943
48475	0.085	27570	-1.4	111	71	1387	22	930	1475573.63	4515.89655
48477	0.069	27580	-0.83	702	42	1446	241	848	1476751.348	4516.641011
48479	0.091	27590	-2.2	672	82	1051	110	867	1477929.579	4517.385324
48481	0.079	27600	-1.6	269	90	1441	106	886	1479108.322	4518.12949
48483	0.056	27610	0.15	5964	19	1487	205	873	1480287.578	4518.873509
48485	0.081	27620	0.74	8047	62	1421	258	954	1481467.346	4519.617381
48487	0.055	27630	-1.8	3608	56	1400	237	987	1482647.627	4520.361106
48489	0.139	27640	-2.3	7312	17	1461	220	832	1483828.421	4521.104684
48491	0.078	27650	0.5	1616	7	1233	93	888	1485009.727	4521.848116
48493	0.069	27660	-0.19	3523	60	1036	101	816	1486191.547	4522.591401
48495	0.09	27670	-1.7	2044	57	1221	47	812	1487373.879	4523.334539
48497	0.096	27680	-0.67	4016	98	1149	197	855	1488556.724	4524.077531
48499	0.084	27690	-0.19	9851	70	1336	322	853	1489740.082	4524.820376
48501	0.071	27700	-0.043	999	23	1475	328	837	1490923.952	4525.563076
48503	0.064	27710	0.92	1760	77	1367	142	890	1492108.336	4526.305628
48505	0.126	27720	-0.69	2493	83	1245	180	827	1493293.233	4527.048035
48507	0.163	27730	-0.99	9914	13	1251	170	833	1494478.643	4527.790296
49001	0.042	27740	1.1	7805	97	1423	211	934	1495664.566	4528.532411
49003	0.056	27750	1.3	1678	68	1411	49	922	1496851.002	4529.27438
49005	0.042	27760	1.2	107	90	1389	220	864	1498037.951	4530.016203
49007	0.065	27770	1.8	3130	23	1113	100	858	1499225.414	4530.75788
49009	0.027	27780	0.87	1154	92	1406	113	983	1500413.389	4531.499411
49011	0.056	27790	0.054	4855	16	1093	312	989	1501601.878	4532.240797
49013	0.069	27800	-2.7	455	67	1113	279	753	1502790.881	4532.982038
49015	0.062	27810	-0.082	8824	12	1212	164	766	1503980.396	4533.723133
